function_id;module;function_name;source_info;inc_time_p;inc_time_s;inc_time_s_min;inc_time_s_avg;inc_time_s_max;inc_cov_deviation;inc_time_deviation;exc_time_p;exc_time_s;exc_time_s_min;exc_time_s_avg;exc_time_s_max;exc_cov_deviation;exc_time_deviation;nb_threads;cats;label_name;flops;
309;libc.so.6;strtof;;30.816114425659;1.2649998664856;0;0;0;0;0;30.816114425659;1.2649998664856;0;0;0;0;0;;"0,0,0,0,0,0,0,100,0,0";strtof;;
379;libc.so.6;__vfscanf;;27.892850875854;1.1450001001358;0;0;0;0;0;27.892850875854;1.1450001001358;0;0;0;0;0;;"0,0,0,0,0,0,100,0,0,0";__vfscanf;;
355;libc.so.6;parse_printf_format;;12.058481216431;0.49500003457069;0;0;0;0;0;12.058481216431;0.49500003457069;0;0;0;0;0;;"0,0,0,0,0,0,100,0,0,0";parse_printf_format;;
330;libc.so.6;__xpg_basename;;8.5261974334717;0.34999993443489;0;0;0;0;0;8.5261974334717;0.34999993443489;0;0;0;0;0;;"0,0,0,0,100,0,0,0,0,0";__xpg_basename;;
928;libc.so.6;__xpg_strerror_r;;4.0194931030273;0.16499999165535;0;0;0;0;0;4.0194931030273;0.16499999165535;0;0;0;0;0;;"0,0,0,0,0,0,0,100,0,0";__xpg_strerror_r;;
378;libc.so.6;_IO_vfprintf;;3.0450706481934;0.12499999254942;0;0;0;0;0;3.0450706481934;0.12499999254942;0;0;0;0;0;;"0,0,0,0,0,0,100,0,0,0";_IO_vfprintf;;
598;libc.so.6;__nptl_death_event;;1.7052395343781;0.069999992847443;0;0;0;0;0;1.7052395343781;0.069999992847443;0;0;0;0;0;;"0,0,0,0,0,100,0,0,0,0";__nptl_death_event;;
555;libc.so.6;_IO_sputbackc;;1.5834366083145;0.064999990165234;0;0;0;0;0;1.5834366083145;0.064999990165234;0;0;0;0;0;;"0,0,0,0,0,0,100,0,0,0";_IO_sputbackc;;
552;libc.so.6;_IO_enable_locks;;1.5834366083145;0.064999990165234;0;0;0;0;0;1.5834366083145;0.064999990165234;0;0;0;0;0;;"0,0,0,0,0,0,100,0,0,0";_IO_enable_locks;;
0;Unknown module;unknown_function;;1.3398311138153;0.054999995976686;0;0;0;0;0;1.3398311138153;0.054999995976686;0;0;0;0;0;;"0,0,0,0,0,0,0,0,0,100";Unknown function;;
573;libc.so.6;_IO_list_resetlock;;1.0962253808975;0.044999994337559;0;0;0;0;0;1.0962253808975;0.044999994337559;0;0;0;0;0;;"0,0,0,0,0,0,100,0,0,0";_IO_list_resetlock;;
388;libc.so.6;_IO_fgets;;1.0962253808975;0.044999994337559;0;0;0;0;0;1.0962253808975;0.044999994337559;0;0;0;0;0;;"0,0,0,0,0,0,100,0,0,0";_IO_fgets;;
350;libc.so.6;__isoc99_sscanf;;0.85261976718903;0.034999996423721;0;0;0;0;0;0.85261976718903;0.034999996423721;0;0;0;0;0;;"0,0,0,0,0,0,0,100,0,0";__isoc99_sscanf;;
-1;libc.so.6;unknown_function;;0.85261976718903;0.034999996423721;0;0;0;0;0;0;0;0;0;0;0;0;;"0,0,0,0,0,0,0,0,0,100";Unknown function;;
545;libc.so.6;_IO_setb;;0.73081696033478;0.029999999329448;0;0;0;0;0;0.73081696033478;0.029999999329448;0;0;0;0;0;;"0,0,0,0,0,0,100,0,0,0";_IO_setb;;
218;libc.so.6;random_r;;0.60901409387589;0.024999996647239;0;0;0;0;0;0.60901409387589;0.024999996647239;0;0;0;0;0;;"0,0,0,0,0,0,0,0,0,100";random_r;;
1649;libc.so.6;__memcpy_chk;;0.36540848016739;0.014999999664724;0;0;0;0;0;0.36540848016739;0.014999999664724;0;0;0;0;0;;"0,0,0,0,0,0,0,0,100,0";__memcpy_chk;;
1635;libc.so.6;__fprintf_chk;;0.36540848016739;0.014999999664724;0;0;0;0;0;0.36540848016739;0.014999999664724;0;0;0;0;0;;"0,0,0,0,0,0,100,0,0,0";__fprintf_chk;;
589;libc.so.6;__libc_alloca_cutoff;;0.36540848016739;0.014999999664724;0;0;0;0;0;0.36540848016739;0.014999999664724;0;0;0;0;0;;"0,0,0,0,0,0,0,0,100,0";__libc_alloca_cutoff;;
398;libc.so.6;_IO_getline;;0.24360565841198;0.00999999884516;0;0;0;0;0;0.24360565841198;0.00999999884516;0;0;0;0;0;;"0,0,0,0,0,0,100,0,0,0";_IO_getline;;
397;libc.so.6;_IO_getline_info;;0.24360565841198;0.00999999884516;0;0;0;0;0;0.24360565841198;0.00999999884516;0;0;0;0;0;;"0,0,0,0,0,0,100,0,0,0";_IO_getline_info;;
214;libc.so.6;random;;0.24360565841198;0.00999999884516;0;0;0;0;0;0.24360565841198;0.00999999884516;0;0;0;0;0;;"0,0,0,0,0,0,0,0,0,100";random;;
540;libc.so.6;_IO_switch_to_get_mode;;0.12180282920599;0.00499999942258;0;0;0;0;0;0.12180282920599;0.00499999942258;0;0;0;0;0;;"0,0,0,0,0,0,100,0,0,0";_IO_switch_to_get_mode;;
308;libc.so.6;__strtof_internal;;0.12180282920599;0.00499999942258;0;0;0;0;0;0.12180282920599;0.00499999942258;0;0;0;0;0;;"0,0,0,0,0,0,0,100,0,0";__strtof_internal;;
209;libc.so.6;rand;;0.12180282920599;0.00499999942258;0;0;0;0;0;0.12180282920599;0.00499999942258;0;0;0;0;0;;"0,0,0,0,0,0,0,0,0,100";rand;;
