function_id;module;function_name;source_info;inc_time_p;inc_time_s;inc_time_s_min;inc_time_s_avg;inc_time_s_max;inc_cov_deviation;inc_time_deviation;exc_time_p;exc_time_s;exc_time_s_min;exc_time_s_avg;exc_time_s_max;exc_cov_deviation;exc_time_deviation;nb_threads;cats;label_name;flops;
309;libc.so.6;strtof;;28.85290145874;1.2450001239777;1.2450001239777;1.2450001239777;1.2450001239777;0;0;28.85290145874;1.2450001239777;1.2450001239777;1.2450001239777;1.2450001239777;0;0;1;"0,0,0,0,0,0,0,100,0,0";strtof;;
379;libc.so.6;__vfscanf;;27.114780426025;1.1700004339218;1.1700003147125;1.1700003147125;1.1700003147125;0;0;27.114780426025;1.1700004339218;1.1700003147125;1.1700003147125;1.1700003147125;0;0;1;"0,0,0,0,0,0,100,0,0,0";__vfscanf;;
355;libc.so.6;parse_printf_format;;12.978013038635;0.56000006198883;0.56000012159348;0.56000012159348;0.56000012159348;0;0;12.978013038635;0.56000006198883;0.56000012159348;0.56000012159348;0.56000012159348;0;0;1;"0,0,0,0,0,0,100,0,0,0";parse_printf_format;;
330;libc.so.6;__xpg_basename;;8.80650806427;0.38000002503395;0.38000005483627;0.38000005483627;0.38000005483627;0;0;8.80650806427;0.38000002503395;0.38000005483627;0.38000005483627;0.38000005483627;0;0;1;"0,0,0,0,100,0,0,0,0,0";__xpg_basename;;
928;libc.so.6;__xpg_strerror_r;;5.5620055198669;0.24000003933907;0.2400000244379;0.2400000244379;0.2400000244379;0;0;5.5620055198669;0.24000003933907;0.2400000244379;0.2400000244379;0.2400000244379;0;0;1;"0,0,0,0,0,0,0,100,0,0";__xpg_strerror_r;;
555;libc.so.6;_IO_sputbackc;;2.2016267776489;0.094999998807907;0.094999998807907;0.094999998807907;0.094999998807907;0;0;2.2016267776489;0.094999998807907;0.094999998807907;0.094999998807907;0.094999998807907;0;0;1;"0,0,0,0,0,0,100,0,0,0";_IO_sputbackc;;
879;libc.so.6;strchrnul;;1.7381263971329;0.074999995529652;0.074999995529652;0.074999995529652;0.074999995529652;0;0;1.7381263971329;0.074999995529652;0.074999995529652;0.074999995529652;0.074999995529652;0;0;1;"0,0,0,0,0,0,0,100,0,0";strchrnul;;
378;libc.so.6;_IO_vfprintf;;1.6222512722015;0.069999992847443;0.070000000298023;0.070000000298023;0.070000000298023;0;0;1.6222512722015;0.069999992847443;0.070000000298023;0.070000000298023;0.070000000298023;0;0;1;"0,0,0,0,0,0,100,0,0,0";_IO_vfprintf;;
598;libc.so.6;__nptl_death_event;;1.2746260166168;0.054999999701977;0.054999999701977;0.054999999701977;0.054999999701977;0;0;1.2746260166168;0.054999999701977;0.054999999701977;0.054999999701977;0.054999999701977;0;0;1;"0,0,0,0,0,100,0,0,0,0";__nptl_death_event;;
552;libc.so.6;_IO_enable_locks;;1.2746260166168;0.054999999701977;0.054999999701977;0.054999999701977;0.054999999701977;0;0;1.2746260166168;0.054999999701977;0.054999999701977;0.054999999701977;0.054999999701977;0;0;1;"0,0,0,0,0,0,100,0,0,0";_IO_enable_locks;;
0;Unknown module;unknown_function;;1.2746260166168;0.054999999701977;0.054999999701977;0.054999999701977;0.054999999701977;0;0;1.2746260166168;0.054999999701977;0.054999999701977;0.054999999701977;0.054999999701977;0;0;1;"0,0,0,0,0,0,0,0,0,100";Unknown function;;
397;libc.so.6;_IO_getline_info;;0.9270007610321;0.03999999910593;0.03999999910593;0.03999999910593;0.03999999910593;0;0;0.9270007610321;0.03999999910593;0.03999999910593;0.03999999910593;0.03999999910593;0;0;1;"0,0,0,0,0,0,100,0,0,0";_IO_getline_info;;
388;libc.so.6;_IO_fgets;;0.9270007610321;0.03999999910593;0.03999999910593;0.03999999910593;0.03999999910593;0;0;0.9270007610321;0.03999999910593;0.03999999910593;0.03999999910593;0.03999999910593;0;0;1;"0,0,0,0,0,0,100,0,0,0";_IO_fgets;;
545;libc.so.6;_IO_setb;;0.81112563610077;0.034999996423721;0.035000000149012;0.035000000149012;0.035000000149012;0;0;0.81112563610077;0.034999996423721;0.035000000149012;0.035000000149012;0.035000000149012;0;0;1;"0,0,0,0,0,0,100,0,0,0";_IO_setb;;
391;libc.so.6;_IO_fputs;;0.81112563610077;0.034999996423721;0.035000000149012;0.035000000149012;0.035000000149012;0;0;0.81112563610077;0.034999996423721;0.035000000149012;0.035000000149012;0.035000000149012;0;0;1;"0,0,0,0,0,0,100,0,0,0";_IO_fputs;;
487;libc.so.6;vscanf;;0.57937544584274;0.024999998509884;0.025000000372529;0.025000000372529;0.025000000372529;0;0;0.57937544584274;0.024999998509884;0.025000000372529;0.025000000372529;0.025000000372529;0;0;1;"0,0,0,0,0,0,100,0,0,0";vscanf;;
1649;libc.so.6;__memcpy_chk;;0.46350038051605;0.019999999552965;0.019999999552965;0.019999999552965;0.019999999552965;0;0;0.46350038051605;0.019999999552965;0.019999999552965;0.019999999552965;0.019999999552965;0;0;1;"0,0,0,0,0,0,0,0,100,0";__memcpy_chk;;
573;libc.so.6;_IO_list_resetlock;;0.46350038051605;0.019999999552965;0.019999999552965;0.019999999552965;0.019999999552965;0;0;0.46350038051605;0.019999999552965;0.019999999552965;0.019999999552965;0.019999999552965;0;0;1;"0,0,0,0,0,0,100,0,0,0";_IO_list_resetlock;;
350;libc.so.6;__isoc99_sscanf;;0.46350038051605;0.019999999552965;0.019999999552965;0.019999999552965;0.019999999552965;0;0;0.46350038051605;0.019999999552965;0.019999999552965;0.019999999552965;0.019999999552965;0;0;1;"0,0,0,0,0,0,0,100,0,0";__isoc99_sscanf;;
