Node;Process;Thread;#max_time_on_cpu_s;#Stop Time US;Time (s);Math (%);#Elapsed Time;String (%);#Stop Time S;Others (%);System (%);#Start Time US;Memory (%);OMP (%);Binary (%);Nb Cycle Events;#max_context_switch_time_s;IO (%);#Start Time S;MPI (%);Pthread (%);
_ALL;_ALL;_ALL;0;243016;14.125011444092;0;16.012859344482;12.460167339453;1740062871;2.7964576542153;67.044191863064;230156;1.5221225604506;0;0;2825.0024483668;0;15.716803568914;1740062855;0;0.46017660648899;
6b4e9423a5b1;_ALL;_ALL;0;243016;14.125011444092;0;16.012859344482;12.460167339453;1740062871;2.7964576542153;67.044191863064;230156;1.5221225604506;0;0;2825.0024483668;0;15.716803568914;1740062855;0;0.46017660648899;
6b4e9423a5b1;6100;_ALL;0;243016;14.125011444092;0;16.012859344482;12.460167339453;1740062871;2.7964576542153;67.044191863064;230156;1.5221225604506;0;0;2825.0024483668;0;15.716803568914;1740062855;0;0.46017660648899;
6b4e9423a5b1;6100;6100;15.98699760437;243016;14.125011444092;0;16.012859344482;12.460167339453;1740062871;2.7964576542153;67.044191863064;230156;1.5221225604506;0;0;2825.0024483668;3.3379979133606;15.716803568914;1740062855;0;0.46017660648899;
