node;proc_name;architecture_code;uarchitecture_code;architecture;uarchitecture;cpui_model_name;cpui_cache_size;cpui_cpu_cores;max_frequency;cur_frequency;driver_frequency;scaling_governor;huge_pages;os_version;pids;
6b4e9423a5b1;;;;;;;;;0;0;NA;NA;always;Linux 6.10.14-linuxkit #1 SMP Fri Nov 29 17:22:03 UTC 2024;5834;
